TIMESTAMP,NEE,LE,FCH4,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,VPD,RH,PA,TA,P,G,WTD,SWC,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,LE_F,FCH4_F,SW_IN_F,SW_OUT_F,LW_IN_F,LW_OUT_F,NETRAD_F,PPFD_IN_F,PPFD_OUT_F,VPD_F,RH_F,PA_F,TA_F,P_F,G_F,WTD_F,SWC_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20170111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,1.04353675,1.5906270833333331,3.5066625,-9999,-9999,-9999,-9999,-9999,71.2488125,-9999,372.8618541666663,-9999,-9999,-9999,-9999,2.4606875,-9999,100.88339583333335,18.71439583333333,0.6300000000000001,-9999,-9999,-9999,4.871020833333334,32.145072073801146,-0.30606390936896594,-65.6235836870846,3.0
20170112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,1.1274770625,1.5472666666666666,3.729745,-9999,-9999,-9999,-9999,-9999,70.3881875,-9999,393.27352083333335,-9999,-9999,-9999,-9999,2.2241875,-9999,101.30337499999996,19.913666666666668,2.6820000000000004,-9999,-9999,-9999,3.9147916666666682,30.902127953929664,-0.3332956592161138,-52.649336069664926,3.0
20170113,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.6700374791666666,1.469425,2.485926041666666,-9999,-9999,-9999,-9999,-9999,59.77525000000001,-9999,368.6358958333335,-9999,-9999,-9999,-9999,0.9117708333333332,-9999,102.35495833333334,12.955291666666662,1.773,-9999,-9999,-9999,2.497583333333333,38.63993829809437,0.1329996536132169,-47.70982806882385,3.0
20170114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.5536064583333334,1.491275,2.1437104166666674,-9999,-9999,-9999,-9999,-9999,57.17483333333334,-9999,342.87864583333334,-9999,-9999,-9999,-9999,0.8718541666666669,-9999,102.4316875,10.780354166666665,1.305,-9999,-9999,-9999,1.7654791666666665,41.074388176286064,0.17076192107068794,-50.17523758727697,3.0
20170115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.6116163541666666,1.6775729166666669,2.30931,-9999,-9999,-9999,-9999,-9999,88.60652083333332,-9999,343.82902083333346,-9999,-9999,-9999,-9999,0.6976875000000001,-9999,101.85443750000003,11.777604166666665,0.021,-9999,-9999,-9999,1.7383958333333334,43.975721320878364,0.2551433366183479,-52.824396703524286,3.0
20170116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.9166919791666666,1.5979390416666666,3.1704608333333333,-9999,-9999,-9999,-9999,-9999,78.01379166666666,-9999,370.5453333333333,-9999,-9999,-9999,-9999,1.0676875000000003,-9999,101.09495833333334,16.90877083333334,9.333,-9999,-9999,-9999,3.3385833333333332,37.79681616868236,-0.05476324610681298,-57.894717043585466,3.0
20170117,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.7103156666666663,1.5775764166666664,2.60343875,-9999,-9999,-9999,-9999,-9999,76.45341666666666,-9999,347.6805625,-9999,-9999,-9999,-9999,1.9937500000000008,-9999,101.34350000000002,13.689979166666662,0.453,-9999,-9999,-9999,1.7474583333333336,38.5259301084466,0.10889902172173273,-57.77314984332509,3.0
20170118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.5662484166666667,1.2631930833333336,2.1848825,-9999,-9999,-9999,-9999,-9999,43.4314375,-9999,346.15114583333343,-9999,-9999,-9999,-9999,1.0281874999999998,-9999,101.41702083333335,11.086416666666667,4.994999999999998,-9999,-9999,-9999,1.6265416666666666,39.41667066052367,0.15031754605677705,-60.32056429961815,3.0
20170119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.7798265624999999,0.9745583958333331,2.800282708333334,-9999,-9999,-9999,-9999,-9999,22.86750000000001,-9999,384.73387499999984,-9999,-9999,-9999,-9999,0.4033541666666667,-9999,100.37247916666666,14.860833333333332,5.4540000000000015,-9999,-9999,-9999,1.7732708333333334,33.91256107502941,-0.10853921201717716,-53.99568385347501,3.0
20170120,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.9151083333333332,1.8659535416666664,3.16822375,-9999,-9999,-9999,-9999,-9999,130.60116666666667,-9999,347.9691458333332,-9999,-9999,-9999,-9999,2.878,-9999,99.90291666666668,16.915145833333334,0.18600000000000005,-9999,-9999,-9999,3.261895833333333,46.637469117712186,0.20851932815599347,-54.40421798436656,3.0
20170121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,1.0011139166666667,1.7617031250000006,3.398277916666668,-9999,-9999,-9999,-9999,-9999,115.17218750000002,-9999,357.8695833333332,-9999,-9999,-9999,-9999,2.342916666666667,-9999,99.56947916666668,18.166291666666673,0.945,-9999,-9999,-9999,2.707770833333333,42.93701943261758,0.1747087706976839,-44.17956730763928,3.0
20170122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.7924322916666666,1.2137850000000001,2.8350016666666678,-9999,-9999,-9999,-9999,-9999,36.56581250000001,-9999,369.06429166666686,-9999,-9999,-9999,-9999,0.646375,-9999,98.96889583333332,15.057916666666666,7.721999999999997,-9999,-9999,-9999,3.261229166666668,36.51482767418796,0.14473654406923733,-27.423453548362176,3.0
20170123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.5501887708333334,1.9326538125000008,2.135239166666667,-9999,-9999,-9999,-9999,-9999,147.58097916666662,-9999,288.5828333333333,-9999,-9999,-9999,-9999,2.0678958333333326,-9999,100.3605,10.745,0.003,-9999,-9999,-9999,3.1722083333333337,57.2227756477961,0.3951604663571034,-59.202416280518044,3.0
20170124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.6710616666666667,1.934972083333334,2.465013958333334,-9999,-9999,-9999,-9999,-9999,145.63575,-9999,304.87033333333335,-9999,-9999,-9999,-9999,2.70425,-9999,100.3475,12.564541666666667,0.0,-9999,-9999,-9999,2.908770833333333,55.893305815759646,0.3804290832068024,-54.57751227805078,3.0
20170125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.8128204375000001,1.8183495833333327,2.8907337500000003,-9999,-9999,-9999,-9999,-9999,109.70614583333334,-9999,327.24972916666667,-9999,-9999,-9999,-9999,3.5636666666666668,-9999,100.26685416666665,15.369770833333336,0.0,-9999,-9999,-9999,3.3432708333333347,42.574861119082215,0.28633667821006914,-52.903596451382064,3.0
20170126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.4204426458333335,1.965003541666667,1.7339366666666676,-9999,-9999,-9999,-9999,-9999,152.75500000000005,-9999,260.65329166666663,-9999,-9999,-9999,-9999,2.4768125,-9999,101.40554166666664,7.962083333333332,0.0,-9999,-9999,-9999,3.1593333333333335,51.6635683131811,0.3332110148577427,-59.20729310752447,3.0
20170127,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.3901177708333334,1.980655625,1.629547291666667,-9999,-9999,-9999,-9999,-9999,156.87920833333334,-9999,254.6940000000002,-9999,-9999,-9999,-9999,2.48,-9999,101.67629166666664,7.088416666666667,0.0,-9999,-9999,-9999,2.8450208333333333,53.0640789772307,0.18668040531704908,-52.13510428100046,3.0
20170128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.4463962708333333,1.9850352083333331,1.8105418750000004,-9999,-9999,-9999,-9999,-9999,156.71616666666668,-9999,265.8196666666667,-9999,-9999,-9999,-9999,2.7165000000000004,-9999,101.330125,8.441125000000001,0.0,-9999,-9999,-9999,3.1890208333333336,52.422273633078575,0.2538086089255368,-54.98439298765163,3.0
20170129,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.5274593333333334,1.97324625,2.067388541666667,-9999,-9999,-9999,-9999,-9999,149.39797916666666,-9999,283.79214583333345,-9999,-9999,-9999,-9999,3.058145833333332,-9999,101.18343749999998,10.303395833333333,0.0,-9999,-9999,-9999,3.376395833333333,53.25755407419219,0.2523113407170135,-55.315241887034986,3.0
20170130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.6237183958333332,1.99020875,2.3378224999999992,-9999,-9999,-9999,-9999,-9999,154.957125,-9999,291.3540000000001,-9999,-9999,-9999,-9999,2.8243125,-9999,101.26683333333332,11.879666666666667,0.0,-9999,-9999,-9999,1.7534791666666665,53.98907864166174,0.3142508822037772,-43.275055589181974,3.0
20170131,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.8275398958333332,2.001769166666666,2.921979166666667,-9999,-9999,-9999,-9999,-9999,157.22899999999998,-9999,305.36789583333325,-9999,-9999,-9999,-9999,4.163145833333332,-9999,100.9154375,15.463437500000005,0.0,-9999,-9999,-9999,2.371625,53.72709926128304,0.2942641328991779,-36.803488520089374,3.0
20170201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.8954951041666669,1.946589583333333,3.1132952083333323,-9999,-9999,-9999,-9999,-9999,140.12829166666668,-9999,334.61635416666667,-9999,-9999,-9999,-9999,3.6523958333333333,-9999,100.99554166666668,16.595479166666667,0.036000000000000004,-9999,-9999,-9999,2.655958333333334,50.15854747988656,0.3061985239434739,-39.53961088801184,3.0
20170202,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.4489180833333333,1.1266358333333335,1.8224622916666675,-9999,-9999,-9999,-9999,-9999,28.28318750000001,-9999,340.0045833333333,-9999,-9999,-9999,-9999,2.582250000000001,-9999,101.93975,8.58291666666667,0.08700000000000001,-9999,-9999,-9999,3.9103541666666666,41.876927633153144,0.08297372349947989,-51.05493631611879,3.0
20170203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.3564402083333334,2.032085416666667,1.5240879166666663,-9999,-9999,-9999,-9999,-9999,163.96608333333333,-9999,266.23100000000005,-9999,-9999,-9999,-9999,2.445145833333333,-9999,102.4191875,6.345833333333334,0.0,-9999,-9999,-9999,3.0293125,51.17308848832287,0.17377279700889067,-47.70022087177485,3.0
20170204,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.3741801250000001,1.967270833333333,1.5723897916666665,-9999,-9999,-9999,-9999,-9999,151.80893749999996,-9999,286.09464583333335,-9999,-9999,-9999,-9999,2.3228958333333343,-9999,102.07766666666664,6.569312499999999,0.0,-9999,-9999,-9999,1.9590208333333337,48.61156014804312,-0.03502341600120284,-49.60670413293347,3.0
20170205,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.5895617291666666,1.7096145833333336,2.2515862499999995,-9999,-9999,-9999,-9999,-9999,87.96849999999998,-9999,345.16712499999994,-9999,-9999,-9999,-9999,1.311395833333333,-9999,101.42018749999998,11.488749999999998,0.7290000000000001,-9999,-9999,-9999,1.6706875000000003,53.610756357658246,0.1966688244860364,-41.807134404311725,3.0
20170206,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.9609010833333336,1.5987025,3.2846456250000013,-9999,-9999,-9999,-9999,-9999,71.5049375,-9999,383.1598541666668,-9999,-9999,-9999,-9999,1.5347083333333331,-9999,100.77437499999998,17.495270833333333,0.9150000000000004,-9999,-9999,-9999,3.853916666666666,46.54265060952631,0.13988045747137276,-31.450245911626663,3.0
