TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,VPD,RH,PA,TA,P,TS_1,TS_2,G,WTD,SWC_1,SWC_2,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,SW_OUT_F,LW_IN_F,LW_OUT_F,NETRAD_F,VPD_F,RH_F,PA_F,TA_F,P_F,G_F,WTD_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20170602,-0.9496753333333332,35.136194722222235,144.73059275000003,170.73423255813958,0.2293121739130435,317.39229858333334,28.91538750000001,330.87308333333334,416.83854166666674,202.51113750000007,9.787880742051348,56.92145833333331,98.05306875,17.740208333333335,0.0,-9999,20.383604166666668,8.50565125,0.06699622916666667,49.30177083333334,47.31541666666666,2.4805626666666667,1.904508875,2.946226270833332,2.8062264583333327,250.3659345833333,2.3150051458333336,-0.5760462916666665,27.09602687500001,123.5746210416667,162.32770833333333,317.3922708333333,28.91538750000001,330.87308333333334,416.83854166666674,202.51113750000007,9.79647916666667,56.92145833333331,98.053125,17.740208333333335,0.0,8.50565125,0.06699622916666667,2.314979166666668,124.06938738918954,-0.4435206773334968,166.87305119698638,1.0
20170603,-1.1145464705882355,37.631969705882355,176.17955882352936,226.46914705882358,0.21597190476190475,357.02218583333337,35.50948125,333.0987083333333,421.88666666666654,232.72455416666668,11.576414783302546,51.44385416666666,98.36624166666668,18.962708333333328,0.0,-9999,20.27880851063829,7.6413006382978725,0.056515374999999986,49.3436170212766,47.301491489361716,2.396553345833332,2.070814625000001,3.4436939583333332,3.3815817499999987,194.11376125000004,1.908595,-0.32574125000000004,25.64633458333333,132.60737708333332,192.3176458333334,357.0221875000001,35.50948125,333.0987083333333,421.88666666666654,232.72455416666668,11.585604166666664,51.44385416666666,98.36633333333332,18.962708333333328,0.0,8.214356875000002,0.056515374999999986,1.9086875000000003,136.75511552304442,-0.10718379922003723,202.6692382932366,1.0
20170604,-1.4009335294117646,35.21987272727272,171.72685277777774,204.78022857142864,0.2429673913043479,349.41030041666664,36.15035625,332.5625833333333,420.1635416666666,225.657775,11.298805523263562,56.3025,98.77047916666668,18.974999999999994,0.0,-9999,20.321333333333328,6.616479166666665,0.046842833333333334,49.38937500000001,47.31197916666667,2.6712877333333327,2.1096087708333333,3.4226818750000003,3.1384012291666665,209.9580831250001,2.2722596875000005,-0.5616695833333332,25.200858541666676,131.10324583333332,180.68875,349.41031249999986,36.15035625,332.5625833333333,420.1635416666666,225.657775,11.306333333333335,56.3025,98.77054166666665,18.974999999999994,0.0,6.616479166666665,0.046842833333333334,2.272270833333333,132.1251858995997,-0.34357279437123833,189.2640212373275,1.0
20170605,-1.6525283333333334,35.26358333333333,173.09712368421054,304.95797297297304,0.2266563636363636,369.52282729166654,38.391470833333344,337.41114583333336,428.35958333333326,240.18251458333333,11.907457044161966,55.81720833333333,99.17197291666666,20.118229166666666,0.0,-9999,20.314553191489363,8.386264255319148,0.03875745833333332,49.388721276595746,47.336065957446785,2.851505833333333,2.183085395833333,3.494393333333333,2.9284870625,229.86686645833336,1.7095890208333326,-0.668424375,20.697931458333333,140.710975,262.57854166666675,369.52283333333327,38.391470833333344,337.41114583333336,428.35958333333326,240.18251458333333,11.9146875,55.81720833333333,99.17197916666665,20.118229166666666,0.0,8.714112916666666,0.03875745833333332,1.7096666666666662,141.6967489767817,-0.4439558863271606,273.47521717686544,1.0
20170606,0.651211875,12.594252580645161,64.00877931034483,292.89819999999986,0.14012521739130432,109.77520856041666,13.184635416666666,374.34083333333336,412.25,58.68156458333335,6.233332045034486,72.19083333333334,99.06270416666666,18.063541666666676,7.0,-9999,20.259208333333333,1.823907083333334,0.032494666666666665,49.36656041666666,47.32041875000001,1.0844538166666668,2.134222083333333,2.3070260937500007,2.2301621874999995,178.50156874999996,1.1921318541666666,1.0497620833333334,5.878415208333332,46.04698749999999,202.10354166666664,109.77520833333334,13.184635416666666,374.34083333333336,412.25,58.68156458333335,6.238958333333334,72.19083333333334,99.06264583333332,18.063541666666676,7.0,1.823907083333334,0.032494666666666665,1.1921666666666668,45.019061890133784,1.4120599011616235,217.42133691198373,1.0
20170607,-0.8946133333333335,4.993486666666667,14.11994612903226,127.96092307692308,0.19853090909090906,56.44949268958334,6.347324375,387.7571875,400.97354166666673,36.88559374999999,1.6514300813148817,91.62416666666664,98.15544375,16.10083333333333,19.0,-9999,18.5274375,-4.280884375,0.0479875625,49.30541874999998,47.32458333333333,2.2618713333333327,2.0838592083333336,1.6444221666666667,1.8958397500000004,298.94835416666666,1.9550632291666663,-0.17801416666666672,3.6233645833333328,14.787838125,151.88416666666666,56.44949999999999,6.347324375,387.7571875,400.97354166666673,36.88559374999999,1.6531041666666668,91.62416666666664,98.15541666666668,16.10083333333333,19.0,-4.280884375,0.0479875625,1.9550625,11.460258015200257,-0.05501465643478278,149.71650429634812,1.0
20170608,-3.2079642500000007,32.74861025641025,142.39975720930238,222.2088636363636,0.2798535555555555,340.63039505416674,36.66383541666666,346.12693750000017,421.2156250000001,228.87775,7.072078577286812,70.97770833333334,98.56208124999996,19.320208333333326,0.0,-9999,19.075625,10.098458333333333,0.05158920833333333,49.32500000000002,47.34020208333333,4.610493375,2.2620551875,5.063379616458334,2.9483941875000004,189.3143375,2.9978481041666662,-2.3484535416666668,25.876372916666664,129.40432416666667,214.04958333333332,340.6304166666667,36.66383541666666,346.12693750000017,421.2156250000001,228.87775,7.077770833333332,70.97770833333334,98.56216666666668,19.320208333333326,0.0,10.098458333333333,0.05158920833333333,2.9978958333333336,129.4184671570575,-2.128252028134873,215.85095259515728,1.0
20170609,-0.7949042105263159,4.639552777777773,79.1168289473684,156.34334285714286,0.32895767441860463,173.25691541666663,20.14373125,373.4419375,415.4239583333333,111.1314160416667,5.583729149776539,76.71749999999999,98.29520208333332,19.368958333333328,2.0,-9999,19.561187499999992,3.9919161458333328,0.04504579166666667,49.26041041666668,47.32229374999999,2.439507208333333,2.3219236041666678,3.142365416666667,3.1724670416666663,177.31931250000005,4.0700920416666655,-0.11759291666666676,2.388018749999998,66.90951041666666,160.60333333333332,173.25689583333332,20.14373125,373.4419375,415.4239583333333,111.1314160416667,5.588270833333335,76.71749999999999,98.29522916666664,19.368958333333328,2.0,3.9919161458333328,0.04504579166666667,4.070083333333335,66.5866912231122,-0.0690634722996889,153.5997471968756,1.0
20170610,-2.2335682352941184,24.410899485714282,180.3389828125,340.44663636363634,0.20522804347826087,361.23208896187487,39.48471874999999,336.73204166666665,425.9408333333333,232.53784166666665,11.402189939794328,55.67270833333336,98.373375,19.90364583333333,0.0,-9999,20.08491489361701,12.210223617021274,0.041344458333333334,49.29042127659576,47.32893404255318,3.474435583333334,2.4017614791666677,4.078171310104167,3.089106895833332,185.71991133333333,1.4301574374999997,-1.0726983333333338,16.017112124999993,127.44423854166666,276.7435416666666,361.23210416666666,39.48471874999999,336.73204166666665,425.9408333333333,232.53784166666665,11.410562500000005,55.67270833333336,98.37335416666667,19.90364583333333,0.0,12.130152291666667,0.041344458333333334,1.4302083333333335,127.43113521071592,-0.7714730947133623,290.37164754872884,1.0
20170611,-1.916512771428572,29.95359631578948,149.85408684210532,234.14907317073173,0.2325635416666667,372.261269375,43.33850208333333,322.97391666666664,419.1354166666665,232.76222916666669,11.045240386426363,57.35875000000001,98.57316875,18.64708333333333,0.0,-9999,20.547958333333327,8.532839583333333,0.035895708333333325,49.31353541666669,47.33281249999999,3.7813734166666655,2.4545588125,4.269874583333333,2.8624480624999986,228.51549374999996,1.9044273750000005,-1.326813479166667,23.826526250000004,120.29414375000003,222.56645833333337,372.2612708333333,43.33850208333333,322.97391666666664,419.1354166666665,232.76222916666669,11.0525625,57.35875000000001,98.57318750000002,18.64708333333333,0.0,8.532839583333333,0.035895708333333325,1.9045208333333332,119.97319629521006,-1.1816725858955286,223.8457433375048,1.0
20170612,-2.0081553488372097,19.24676657142857,120.23160869565218,232.71746666666664,0.2844597916666667,327.99460625,39.35721041666665,343.29077083333334,421.4995833333333,210.42881250000008,10.667835581812637,56.25416666666666,99.12419166666668,19.65125,0.0,-9999,20.467659574468087,7.886353829787233,0.04629547916666668,49.32148936170212,47.37733617021276,4.465459895833331,2.7779454791666662,4.626331854166667,3.0980426875,162.92519145833333,2.0038248750000003,-1.6875225000000005,16.008547833333335,116.46025000000004,228.4310416666667,327.99460416666665,39.35721041666665,343.29077083333334,421.4995833333333,210.42881250000008,10.676104166666667,56.25416666666666,99.1242083333333,19.65125,0.0,7.577096458333332,0.04629547916666668,2.0038333333333336,116.80817111883579,-1.5247890255193626,231.21379583305927,1.0
20170613,-4.345970833333335,32.962880555555564,127.00380000000004,262.5499714285715,0.22661465116279064,300.69387045833327,39.197444791666655,360.3699791666667,420.2877083333333,201.578625,6.7158687996085025,72.55666666666669,99.11437916666664,18.707083333333333,1.0,-9999,20.817833333333333,8.220340208333335,0.022065775,49.30937291666668,47.32791875000001,5.809821458333333,3.0103971458333336,5.851078749999997,3.959687375,187.74441520833332,1.6727208750000002,-2.7994385416666687,24.811691875000005,108.50116666666672,225.94854166666676,300.69389583333333,39.197444791666655,360.3699791666667,420.2877083333333,201.578625,6.721104166666667,72.55666666666669,99.11431250000004,18.707083333333333,1.0,8.220340208333335,0.022065775,1.67275,108.32243882770743,-2.4107760061576315,240.6503928341768,1.0
20170614,-5.272777941176472,41.520073428571415,158.6892444444444,302.38548571428584,0.2404011904761905,309.276570438125,42.97889208333334,365.27045833333335,422.56166666666667,209.0067083333333,5.989874335152797,78.62008333333334,98.7649833333333,19.060208333333332,0.0,-9999,20.730255319148934,8.40707234042553,0.003478416666666666,49.24000212765957,47.28446595744682,6.70519625,3.3443189583333326,7.848118178124999,6.267301791666667,202.69251249999996,1.7451828333333337,-3.360839791666667,30.115948124999992,122.0732875,255.5183333333334,309.27658333333335,42.97889208333334,365.27045833333335,422.56166666666667,209.0067083333333,5.993458333333334,78.62008333333334,98.76502083333335,19.060208333333332,0.0,8.141445833333334,0.003478416666666666,1.7451666666666668,119.06650006773054,-2.852444969524893,266.14997629987573,1.0
20170615,-6.563803225806451,39.68698666666667,173.90950937499997,389.194935483871,0.1804906818181818,328.4545820833333,46.99137916666667,362.17691666666656,433.6814583333333,209.95870833333333,8.826105889329598,71.13624999999998,98.46131041666666,21.814375,0.0,-9999,21.2844375,11.02883583333333,0.00011621233333333335,49.11593958333332,47.25447708333334,7.651143375,4.317107895833332,9.802982708333333,8.733727270833333,156.15942916666668,1.6654289791666672,-3.334044166666668,18.999701666666667,123.73519374999997,307.7441666666667,328.45458333333335,46.99137916666667,362.17691666666656,433.6814583333333,209.95870833333333,8.82954166666667,71.13624999999998,98.4613125,21.814375,0.0,11.02883583333333,0.00011621233333333335,1.6654583333333337,122.04927252146956,-3.3456687897242032,309.5598020693157,1.0
20170616,-2.8580215624999994,22.59743666666667,151.6074382352941,324.6541142857144,0.1897565909090909,322.585444375,46.71888333333333,375.5821041666666,440.9193750000002,210.5289270833334,10.308853225358483,67.63208333333331,98.62741041666663,23.515,0.0,-9999,22.22558333333333,14.131456041666667,0.0,48.553237500000016,47.16105416666665,7.112424375,5.427308375,10.806437083333336,10.512599375,225.4457875,1.450169625,-1.6851143750000002,12.459258333333338,129.78964375,291.2522916666666,322.5854375,46.71888333333333,375.5821041666666,440.9193750000002,210.5289270833334,10.312083333333332,67.63208333333331,98.62741666666666,23.515,0.0,14.131456041666667,0.0,1.450229166666667,129.85489754619385,-2.1751122798153233,299.4668614063858,1.0
20170617,-7.257821379310343,36.29147357142858,161.8624,292.4366451612903,0.17068522727272728,309.82013333333333,47.93139166666666,367.0341666666666,436.240625,192.68184999999997,8.088382801705206,73.78916666666669,98.71887708333334,22.585208333333334,0.0,-9999,22.790104166666666,12.105429583333335,0.0,46.99323541666666,45.05007499999999,9.274328520833334,6.321016145833332,11.419171875000005,10.632458249999996,229.65089875,1.4973556875,-2.9532941666666668,16.978974166666667,112.082175,251.624375,309.820125,47.93139166666666,367.0341666666666,436.240625,192.68184999999997,8.091875,73.78916666666669,98.71889583333336,22.585208333333334,0.0,12.105429583333335,0.0,1.4973958333333333,110.85338503765637,-2.9845744961144294,256.6939737067915,1.0
